state,county,Biden,Trump
New-Hampshire,New Durham,727,"1,109"
New-Hampshire,Newfields,719,512
New-Hampshire,New Hampton,697,810
New-Hampshire,Newington,304,325
New-Hampshire,New Ipswich,962,"2,099"
New-Hampshire,New London,"2,081","1,059"
New-Hampshire,Newmarket,"3,953","1,925"
New-Hampshire,Newport,"1,301","1,773"
New-Hampshire,Newton,"1,277","1,680"
New-Hampshire,Northfield,"1,122","1,435"
New-Hampshire,North Hampton,"1,987","1,455"
New-Hampshire,Northumberland,424,614
New-Hampshire,Northwood,"1,329","1,483"
New-Hampshire,Nottingham,"1,769","1,641"
New-Hampshire,Orange,80,110
New-Hampshire,Orford,539,269
New-Hampshire,Ossipee,965,"1,487"
New-Hampshire,Pelham,"3,480","5,253"
New-Hampshire,Pembroke,"2,189","2,057"
New-Hampshire,Peterborough,"3,090","1,246"
New-Hampshire,Piermont,241,194
New-Hampshire,Pittsburg,158,380
New-Hampshire,Pittsfield,807,"1,230"
New-Hampshire,Plainfield,"1,135",522
New-Hampshire,Plaistow,"2,045","2,504"
New-Hampshire,Plymouth,"2,214","1,123"
New-Hampshire,Portsmouth,"10,663","3,836"
New-Hampshire,Randolph,186,83
New-Hampshire,Raymond,"2,378","3,517"
New-Hampshire,Richmond,292,413
New-Hampshire,Rindge,"1,443","2,144"
New-Hampshire,Rochester,"8,132","8,367"
New-Hampshire,Rollinsford,951,735
New-Hampshire,Roxbury,92,52
New-Hampshire,Rumney,410,527
New-Hampshire,Rye,"2,781","1,620"
New-Hampshire,Salem,"7,638","9,969"
New-Hampshire,Salisbury,380,517
New-Hampshire,Sanbornton,875,"1,134"
New-Hampshire,Sandown,"1,632","2,273"
New-Hampshire,Sandwich,718,413
New-Hampshire,Seabrook,"1,973","2,595"
New-Hampshire,Sharon,153,116
New-Hampshire,Shelburne,131,122
New-Hampshire,Somersworth,"3,422","2,550"
New-Hampshire,South Hampton,304,326
New-Hampshire,Springfield,437,436
New-Hampshire,Stark,106,188
New-Hampshire,Stewartstown,117,291
New-Hampshire,Stoddard,419,430
New-Hampshire,Strafford,"1,330","1,408"
New-Hampshire,Stratford,159,140
New-Hampshire,Stratham,"3,306","2,115"
New-Hampshire,Sugar Hill,316,153
New-Hampshire,Sullivan,216,186
New-Hampshire,Sunapee,"1,309","1,086"
New-Hampshire,Surry,307,252
New-Hampshire,Sutton,753,574
New-Hampshire,Swanzey,"2,008","1,763"
New-Hampshire,Tamworth,899,838
New-Hampshire,Temple,518,432
New-Hampshire,Thornton,958,737
New-Hampshire,Tilton,938,"1,044"
New-Hampshire,Troy,509,583
New-Hampshire,Tuftonboro,875,"1,012"
New-Hampshire,Unity,335,531
New-Hampshire,Wakefield,"1,240","1,986"
New-Hampshire,Walpole,"1,470",834
New-Hampshire,Warner,"1,050",844
New-Hampshire,Warren,189,275
New-Hampshire,Washington,314,467
New-Hampshire,Waterville,238,127
New-Hampshire,Weare,"2,211","3,213"
New-Hampshire,Webster,548,669
New-Hampshire,Wentworth,280,323
New-Hampshire,Wentworth's Location,4,13
New-Hampshire,Westmoreland,660,453
New-Hampshire,Whitefield,631,669
New-Hampshire,Wilmot,583,366
New-Hampshire,Wilton,"1,330","1,090"
New-Hampshire,Winchester,986,988
New-Hampshire,Windham,"4,567","5,196"
New-Hampshire,Windsor,33,91
New-Hampshire,Wolfeboro,"2,355","2,371"
New-Hampshire,Woodstock,480,364
New-Jersey,Atlantic,"73,808","64,438"
New-Jersey,Bergen,"285,967","204,417"
New-Jersey,Burlington,"154,595","103,345"
New-Jersey,Camden,"175,065","86,207"
New-Jersey,Cape May,"23,941","33,158"
New-Jersey,Cumberland,"32,742","28,952"
New-Jersey,Essex,"266,820","75,475"
New-Jersey,Gloucester,"86,702","83,340"
New-Jersey,Hudson,"181,452","65,698"
New-Jersey,Hunterdon,"39,457","43,153"
New-Jersey,Mercer,"122,532","51,641"
New-Jersey,Middlesex,"226,250","143,467"
New-Jersey,Monmouth,"181,291","191,808"
New-Jersey,Morris,"153,881","141,134"
New-Jersey,Ocean,"119,456","217,740"
New-Jersey,Passaic,"129,097","92,009"
New-Jersey,Salem,"14,479","18,827"
New-Jersey,Somerset,"111,173","71,994"
New-Jersey,Sussex,"34,417","51,566"
New-Jersey,Union,"170,245","80,002"
New-Jersey,Warren,"24,901","34,769"
New-Mexico,Bernalillo,"193,757","116,135"
New-Mexico,Catron,595,"1,698"
New-Mexico,Chaves,"6,381","15,656"
New-Mexico,Cibola,"4,745","3,975"
New-Mexico,Colfax,"2,611","3,271"
New-Mexico,Curry,"4,307","10,444"
New-Mexico,DeBaca,231,656
New-Mexico,Dona Ana,"47,957","32,802"
New-Mexico,Eddy,"5,424","17,454"
New-Mexico,Grant,"7,590","6,553"
New-Mexico,Guadalupe,"1,234",917
New-Mexico,Harding,179,319
New-Mexico,Hidalgo,823,"1,120"
New-Mexico,Lea,"4,061","16,531"
New-Mexico,Lincoln,"3,194","6,942"
New-Mexico,Los Alamos,"7,554","4,278"
New-Mexico,Luna,"3,563","4,408"
New-Mexico,McKinley,"18,029","7,801"
New-Mexico,Mora,"1,745",903
New-Mexico,Otero,"8,485","14,521"
New-Mexico,Quay,"1,170","2,634"
New-Mexico,Rio Arriba,"10,990","5,408"
New-Mexico,Roosevelt,"1,802","4,634"
New-Mexico,Sandoval,"40,588","34,174"
New-Mexico,San Juan,"18,083","32,874"
New-Mexico,San Miguel,"7,888","3,421"
New-Mexico,Santa Fe,"62,530","18,329"
New-Mexico,Sierra,"2,265","3,542"
New-Mexico,Socorro,"3,722","3,255"
New-Mexico,Taos,"13,121","3,715"
New-Mexico,Torrance,"2,344","4,772"
New-Mexico,Union,383,"1,388"
New-Mexico,Valencia,"14,263","17,364"
New-York,Albany,"99,474","51,081"
New-York,Allegany,"6,048","14,135"
New-York,Bronx,"355,374","67,740"
New-York,Broome,"47,010","43,800"
New-York,Cattaraugus,"11,879","22,155"
New-York,Cayuga,"16,149","19,512"
New-York,Chautauqua,"23,087","34,853"
New-York,Chemung,"16,636","21,922"
New-York,Chenango,"8,290","13,482"
New-York,Clinton,"18,364","16,514"
New-York,Columbia,"20,386","14,464"
New-York,Cortland,"10,369","10,789"
New-York,Delaware,"9,143","13,387"
New-York,Dutchess,"81,443","66,872"
New-York,Erie,"267,174","197,527"
New-York,Essex,"9,947","8,976"
New-York,Franklin,"9,253","9,668"
New-York,Fulton,"7,931","15,378"
New-York,Genesee,"9,625","18,876"
New-York,Greene,"10,346","14,271"
New-York,Hamilton,"1,178","2,225"
New-York,Herkimer,"9,937","18,870"
New-York,Jefferson,"17,307","25,629"
New-York,Brooklyn,"703,310","202,772"
New-York,Lewis,"3,824","8,894"
New-York,Livingston,"12,477","18,182"
New-York,Madison,"14,807","18,408"
New-York,Monroe,"225,746","145,661"
New-York,Montgomery,"7,977","12,745"
New-York,Nassau,"396,504","326,716"
New-York,Manhattan,"603,040","85,185"
New-York,Niagara,"46,029","56,068"
New-York,Oneida,"41,567","57,180"
New-York,Onondaga,"138,894","90,619"
New-York,Ontario,"29,025","29,039"
New-York,Orange,"84,684","84,996"
New-York,Orleans,"5,587","12,126"
New-York,Oswego,"21,143","32,138"
New-York,Otsego,"12,975","14,382"
New-York,Putnam,"24,953","29,283"
New-York,Queens,"569,038","212,665"
New-York,Rensselaer,"40,969","36,500"
New-York,Staten Island,"90,997","123,320"
New-York,Rockland,"75,802","73,186"
New-York,Saint Lawrence,"19,361","24,608"
New-York,Saratoga,"68,471","61,305"
New-York,Schenectady,"42,465","30,741"
New-York,Schoharie,"5,345","9,903"
New-York,Schuyler,"3,903","5,621"
New-York,Seneca,"6,914","8,329"
New-York,Steuben,"15,790","29,474"
New-York,Suffolk,"381,021","381,253"
New-York,Sullivan,"15,489","18,665"
New-York,Tioga,"9,634","14,791"
New-York,Tompkins,"33,619","11,096"
New-York,Ulster,"57,970","37,590"
New-York,Warren,"17,642","17,699"
New-York,Washington,"11,565","15,941"
New-York,Wayne,"17,456","26,204"
New-York,Westchester,"312,371","144,713"
New-York,Wyoming,"5,073","13,898"
New-York,Yates,"4,219","6,208"
North-Carolina,Alamance,"38,825","46,056"
North-Carolina,Alexander,"4,145","15,888"
North-Carolina,Alleghany,"1,486","4,527"
North-Carolina,Anson,"5,789","5,321"
North-Carolina,Ashe,"4,164","11,451"
North-Carolina,Avery,"2,191","7,172"
North-Carolina,Beaufort,"9,633","16,437"
North-Carolina,Bertie,"5,939","3,817"
North-Carolina,Bladen,"7,326","9,676"
North-Carolina,Brunswick,"33,310","55,850"
North-Carolina,Buncombe,"96,515","62,412"
North-Carolina,Burke,"13,118","31,019"
North-Carolina,Cabarrus,"52,162","63,237"
North-Carolina,Caldwell,"10,245","32,119"
North-Carolina,Camden,"1,537","4,312"
North-Carolina,Carteret,"12,093","30,028"
North-Carolina,Caswell,"4,860","7,089"
North-Carolina,Catawba,"25,689","56,588"
North-Carolina,Chatham,"26,787","21,186"
North-Carolina,Cherokee,"3,583","12,628"
North-Carolina,Chowan,"3,247","4,471"
North-Carolina,Clay,"1,699","5,112"
North-Carolina,Cleveland,"16,955","33,798"
North-Carolina,Columbus,"9,446","16,832"
North-Carolina,Craven,"21,148","31,032"
North-Carolina,Cumberland,"84,469","60,032"
North-Carolina,Currituck,"4,195","11,657"
North-Carolina,Dare,"9,936","13,938"
North-Carolina,Davidson,"22,636","64,658"
North-Carolina,Davie,"6,713","18,228"
North-Carolina,Duplin,"8,767","13,793"
North-Carolina,Durham,"144,688","32,459"
North-Carolina,Edgecombe,"16,089","9,206"
North-Carolina,Forsyth,"113,033","85,064"
North-Carolina,Franklin,"15,879","20,901"
North-Carolina,Gaston,"40,959","73,033"
North-Carolina,Gates,"2,546","3,367"
North-Carolina,Graham,905,"3,710"
North-Carolina,Granville,"14,565","16,647"
North-Carolina,Greene,"3,832","4,874"
North-Carolina,Guilford,"173,086","107,294"
North-Carolina,Halifax,"15,545","10,080"
North-Carolina,Harnett,"22,093","35,177"
North-Carolina,Haywood,"13,144","22,834"
North-Carolina,Henderson,"27,211","40,032"
North-Carolina,Hertford,"7,097","3,479"
North-Carolina,Hoke,"11,804","9,453"
North-Carolina,Hyde,"1,046","1,418"
North-Carolina,Iredell,"33,888","67,010"
North-Carolina,Jackson,"9,591","11,356"
North-Carolina,Johnston,"41,257","68,353"
North-Carolina,Jones,"2,197","3,280"
North-Carolina,Lee,"12,143","16,469"
North-Carolina,Lenoir,"13,605","14,590"
North-Carolina,Lincoln,"13,274","36,341"
North-Carolina,McDowell,"5,832","16,883"
North-Carolina,Macon,"6,230","14,211"
North-Carolina,Madison,"4,901","7,979"
North-Carolina,Martin,"5,911","6,532"
North-Carolina,Mecklenburg,"378,107","179,211"
North-Carolina,Mitchell,"1,867","7,090"
North-Carolina,Montgomery,"4,327","8,411"
North-Carolina,Moore,"20,779","36,764"
North-Carolina,Nash,"25,947","25,827"
North-Carolina,New Hanover,"66,138","63,331"
North-Carolina,Northampton,"6,069","3,989"
North-Carolina,Onslow,"24,266","46,078"
North-Carolina,Orange,"63,594","20,176"
North-Carolina,Pamlico,"2,713","4,849"
North-Carolina,Pasquotank,"9,832","9,770"
North-Carolina,Pender,"11,723","21,956"
North-Carolina,Perquimans,"2,492","4,903"
North-Carolina,Person,"8,465","13,184"
North-Carolina,Pitt,"47,252","38,982"
North-Carolina,Polk,"4,518","7,689"
North-Carolina,Randolph,"15,618","56,894"
North-Carolina,Richmond,"8,754","11,830"
North-Carolina,Robeson,"19,020","27,806"
North-Carolina,Rockingham,"15,992","31,301"
North-Carolina,Rowan,"23,114","49,297"
North-Carolina,Rutherford,"9,135","24,891"
North-Carolina,Sampson,"10,966","17,411"
North-Carolina,Scotland,"7,186","7,473"
North-Carolina,Stanly,"8,129","25,458"
North-Carolina,Stokes,"5,286","20,142"
North-Carolina,Surry,"8,721","27,538"
North-Carolina,Swain,"2,780","4,161"
North-Carolina,Transylvania,"8,444","11,636"
North-Carolina,Tyrrell,758,"1,044"
North-Carolina,Union,"48,725","80,382"
North-Carolina,Vance,"12,431","8,391"
North-Carolina,Wake,"393,336","226,197"
North-Carolina,Warren,"6,400","3,752"
North-Carolina,Washington,"3,396","2,781"
North-Carolina,Watauga,"17,122","14,451"
North-Carolina,Wayne,"24,215","30,709"
North-Carolina,Wilkes,"7,511","27,592"
North-Carolina,Wilson,"20,754","19,581"
North-Carolina,Yadkin,"3,763","15,933"
North-Carolina,Yancey,"3,688","7,516"
North-Dakota,Adams,258,981
North-Dakota,Barnes,"1,820","3,568"
North-Dakota,Benson,822,"1,094"
North-Dakota,Billings,72,541
North-Dakota,Bottineau,821,"2,575"
North-Dakota,Bowman,228,"1,395"
North-Dakota,Burke,137,994
North-Dakota,Burleigh,"14,348","34,744"
North-Dakota,Cass,"40,311","42,619"
North-Dakota,Cavalier,474,"1,499"
North-Dakota,Dickey,608,"1,742"
North-Dakota,Divide,265,904
North-Dakota,Dunn,342,"1,951"
North-Dakota,Eddy,383,854
North-Dakota,Emmons,237,"1,738"
North-Dakota,Foster,373,"1,362"
North-Dakota,Golden Valley,137,871
North-Dakota,Grand Forks,"12,880","16,987"
North-Dakota,Grant,207,"1,145"
North-Dakota,Griggs,308,907
North-Dakota,Hettinger,196,"1,091"
North-Dakota,Kidder,221,"1,215"
North-Dakota,LaMoure,527,"1,645"
North-Dakota,Logan,128,930
North-Dakota,McHenry,564,"2,364"
North-Dakota,McIntosh,261,"1,153"
North-Dakota,McKenzie,814,"4,482"
North-Dakota,McLean,"1,230","4,198"
North-Dakota,Mercer,704,"3,856"
North-Dakota,Morton,"3,872","12,243"
North-Dakota,Mountrail,"1,256","2,824"
North-Dakota,Nelson,586,"1,141"
North-Dakota,Oliver,129,918
North-Dakota,Pembina,786,"2,460"
North-Dakota,Pierce,497,"1,585"
North-Dakota,Ramsey,"1,639","3,577"
North-Dakota,Ransom,945,"1,418"
North-Dakota,Renville,220,"1,065"
North-Dakota,Richland,"2,510","5,072"
North-Dakota,Rolette,"2,482","1,257"
North-Dakota,Sargent,738,"1,266"
North-Dakota,Sheridan,104,688
North-Dakota,Sioux,804,258
North-Dakota,Slope,44,380
North-Dakota,Stark,"2,499","12,110"
North-Dakota,Steele,392,652
North-Dakota,Stutsman,"2,676","6,994"
North-Dakota,Towner,317,830
North-Dakota,Traill,"1,493","2,522"
North-Dakota,Walsh,"1,333","3,324"
North-Dakota,Ward,"7,293","19,974"
North-Dakota,Wells,442,"1,893"
North-Dakota,Williams,"2,169","11,739"
Ohio,Adams,"2,156","9,870"
Ohio,Allen,"14,149","33,116"
Ohio,Ashland,"6,541","19,407"
Ohio,Ashtabula,"16,497","26,890"
Ohio,Athens,"14,772","10,862"
Ohio,Auglaize,"4,651","20,798"
Ohio,Belmont,"9,138","23,560"
Ohio,Brown,"4,380","16,480"
Ohio,Butler,"69,613","114,392"
Ohio,Carroll,"3,251","10,745"
Ohio,Champaign,"5,062","14,589"
Ohio,Clark,"24,076","39,032"
Ohio,Clermont,"34,092","74,570"
Ohio,Clinton,"4,697","15,488"
Ohio,Columbiana,"13,359","35,726"
Ohio,Coshocton,"4,125","12,325"
Ohio,Crawford,"4,916","15,436"
Ohio,Cuyahoga,"416,176","202,699"
Ohio,Darke,"4,731","22,004"
Ohio,Defiance,"5,981","13,038"
Ohio,Delaware,"57,735","66,356"
Ohio,Erie,"17,493","22,160"
Ohio,Fairfield,"31,224","50,797"
Ohio,Fayette,"2,975","9,473"
Ohio,Franklin,"409,144","211,237"
Ohio,Fulton,"6,664","15,731"
Ohio,Gallia,"2,990","10,645"
Ohio,Geauga,"21,201","34,143"
Ohio,Greene,"34,798","52,072"
Ohio,Guernsey,"4,577","13,407"
Ohio,Hamilton,"246,266","177,886"
Ohio,Hancock,"11,757","26,310"
Ohio,Hardin,"3,062","9,949"
Ohio,Harrison,"1,768","5,792"
Ohio,Henry,"4,062","10,479"
Ohio,Highland,"3,799","15,678"
Ohio,Hocking,"3,880","9,737"
Ohio,Holmes,"1,994","10,796"
Ohio,Huron,"7,759","18,956"
Ohio,Jackson,"3,311","11,309"
Ohio,Jefferson,"10,018","22,828"
Ohio,Knox,"8,589","22,340"
Ohio,Lake,"55,514","73,278"
Ohio,Lawrence,"7,489","20,306"
Ohio,Licking,"33,055","59,514"
Ohio,Logan,"5,055","17,964"
Ohio,Lorain,"75,667","79,520"
Ohio,Lucas,"115,411","81,763"
Ohio,Madison,"5,698","13,835"
Ohio,Mahoning,"57,641","59,903"
Ohio,Marion,"8,269","19,023"
Ohio,Medina,"39,800","64,598"
Ohio,Meigs,"2,492","8,316"
Ohio,Mercer,"4,030","19,452"
Ohio,Miami,"15,663","41,371"
Ohio,Monroe,"1,605","5,463"
Ohio,Montgomery,"135,064","129,034"
Ohio,Morgan,"1,725","5,041"
Ohio,Morrow,"4,048","14,077"
Ohio,Muskingum,"11,971","27,867"
Ohio,Noble,"1,170","5,135"
Ohio,Ottawa,"9,008","14,628"
Ohio,Paulding,"2,213","7,086"
Ohio,Perry,"4,098","12,357"
Ohio,Pickaway,"7,304","20,593"
Ohio,Pike,"3,110","9,157"
Ohio,Portage,"35,661","45,990"
Ohio,Preble,"4,493","17,022"
Ohio,Putnam,"3,195","16,412"
Ohio,Richland,"17,640","41,472"
Ohio,Ross,"10,557","22,278"
Ohio,Sandusky,"10,596","18,896"
Ohio,Scioto,"9,080","22,609"
Ohio,Seneca,"8,266","17,086"
Ohio,Shelby,"4,465","20,422"
Ohio,Stark,"75,904","111,097"
Ohio,Summit,"151,668","124,833"
Ohio,Trumbull,"44,519","55,194"
Ohio,Tuscarawas,"12,889","30,458"
Ohio,Union,"11,141","21,669"
Ohio,Van Wert,"3,067","11,650"
Ohio,Vinton,"1,331","4,632"
Ohio,Warren,"46,069","87,988"
Ohio,Washington,"9,243","22,307"
Ohio,Wayne,"16,660","36,759"
Ohio,Williams,"4,842","13,452"
Ohio,Wood,"30,617","35,757"
Ohio,Wyandot,"2,733","8,462"
Oklahoma,Adair,"1,387","5,585"
Oklahoma,Alfalfa,232,"1,978"
Oklahoma,Atoka,765,"4,557"
Oklahoma,Beaver,190,"1,968"
Oklahoma,Beckham,"1,048","6,767"
Oklahoma,Blaine,688,"3,136"
Oklahoma,Bryan,"3,323","12,344"
Oklahoma,Caddo,"2,670","7,013"
Oklahoma,Canadian,"16,742","43,550"
Oklahoma,Carter,"4,470","14,699"
Oklahoma,Cherokee,"6,027","11,223"
Oklahoma,Choctaw,"1,082","4,698"
Oklahoma,Cimarron,70,970
Oklahoma,Cleveland,"49,827","66,677"
Oklahoma,Coal,374,"2,091"
Oklahoma,Comanche,"13,747","20,905"
Oklahoma,Cotton,393,"2,117"
Oklahoma,Craig,"1,217","4,686"
Oklahoma,Creek,"6,577","23,294"
Oklahoma,Custer,"2,369","8,060"
Oklahoma,Delaware,"3,472","13,557"
Oklahoma,Dewey,214,"2,124"
Oklahoma,Ellis,162,"1,688"
Oklahoma,Garfield,"4,919","16,970"
Oklahoma,Garvin,"1,865","8,878"
Oklahoma,Grady,"4,144","18,538"
Oklahoma,Grant,280,"1,916"
Oklahoma,Greer,328,"1,605"
Oklahoma,Harmon,177,747
Oklahoma,Harper,136,"1,327"
Oklahoma,Haskell,783,"4,165"
Oklahoma,Hughes,919,"3,875"
Oklahoma,Jackson,"1,646","6,392"
Oklahoma,Jefferson,319,"2,026"
Oklahoma,Johnston,738,"3,441"
Oklahoma,Kay,"4,040","12,834"
Oklahoma,Kingfisher,854,"5,521"
Oklahoma,Kiowa,699,"2,673"
Oklahoma,Latimer,762,"3,437"
Oklahoma,LeFlore,"3,299","15,213"
Oklahoma,Lincoln,"2,609","12,013"
Oklahoma,Logan,"5,455","15,608"
Oklahoma,Love,711,"3,305"
Oklahoma,McClain,"3,582","15,295"
Oklahoma,McCurtain,"1,858","9,485"
Oklahoma,McIntosh,"2,031","6,172"
Oklahoma,Major,320,"3,084"
Oklahoma,Marshall,"1,100","4,891"
Oklahoma,Mayes,"3,581","12,749"
Oklahoma,Murray,"1,156","4,612"
Oklahoma,Muskogee,"8,027","16,526"
Oklahoma,Noble,"1,003","3,821"
Oklahoma,Nowata,712,"3,610"
Oklahoma,Okfuskee,896,"3,058"
Oklahoma,Oklahoma,"141,724","145,050"
Oklahoma,Okmulgee,"4,357","9,668"
Oklahoma,Osage,"6,002","14,121"
Oklahoma,Ottawa,"2,686","8,545"
Oklahoma,Pawnee,"1,363","5,267"
Oklahoma,Payne,"10,904","17,813"
Oklahoma,Pittsburg,"3,768","13,851"
Oklahoma,Pontotoc,"4,117","10,805"
Oklahoma,Pottawatomie,"7,275","20,240"
Oklahoma,Pushmataha,668,"4,016"
Oklahoma,Roger Mills,168,"1,629"
Oklahoma,Rogers,"9,589","34,031"
Oklahoma,Seminole,"2,150","6,011"
Oklahoma,Sequoyah,"3,035","12,113"
Oklahoma,Stephens,"3,154","15,560"
Oklahoma,Texas,894,"4,505"
Oklahoma,Tillman,597,"2,076"
Oklahoma,Tulsa,"108,996","150,574"
Oklahoma,Wagoner,"8,464","26,165"
Oklahoma,Washington,"5,790","17,076"
Oklahoma,Washita,598,"4,086"
Oklahoma,Woods,591,"2,993"
Oklahoma,Woodward,"1,005","6,611"
Oregon,Baker,"2,346","7,352"
Oregon,Benton,"35,827","14,878"
Oregon,Clackamas,"139,043","110,509"
Oregon,Clatsop,"12,916","10,218"
Oregon,Columbia,"13,835","17,150"
Oregon,Coos,"14,243","21,829"
Oregon,Crook,"3,801","11,287"
Oregon,Curry,"6,058","8,484"
Oregon,Deschutes,"65,962","55,646"
Oregon,Douglas,"19,160","43,298"
Oregon,Gilliam,324,834
Oregon,Grant,929,"3,545"
Oregon,Harney,894,"3,475"
Oregon,Hood River,"8,764","3,955"
Oregon,Jackson,"59,478","63,869"
Oregon,Jefferson,"4,393","7,189"
Oregon,Josephine,"18,451","31,751"
Oregon,Klamath,"10,388","25,308"
Oregon,Lake,792,"3,471"
Oregon,Lane,"134,366","80,336"
Oregon,Lincoln,"17,385","12,460"
Oregon,Linn,"26,512","43,486"
Oregon,Malheur,"3,260","8,187"
Oregon,Marion,"80,872","79,002"
Oregon,Morrow,"1,371","3,586"
Oregon,Multnomah,"367,249","82,995"
Oregon,Polk,"22,917","23,732"
Oregon,Sherman,260,921
Oregon,Tillamook,"8,066","8,354"
Oregon,Umatilla,"10,707","21,270"
Oregon,Union,"4,254","10,298"
Oregon,Wallowa,"1,625","3,404"
Oregon,Wasco,"6,604","7,035"
Oregon,Washington,"209,848","99,035"
Oregon,Wheeler,217,711
Oregon,Yamhill,"27,174","29,551"
Pennsylvania,Adams,"18,254","37,567"
Pennsylvania,Allegheny,"430,759","282,913"
Pennsylvania,Armstrong,"8,457","27,489"
Pennsylvania,Beaver,"38,122","54,759"
Pennsylvania,Bedford,"4,367","23,025"
Pennsylvania,Berks,"92,895","109,736"
Pennsylvania,Blair,"17,636","45,306"
Pennsylvania,Bradford,"8,046","21,600"
Pennsylvania,Bucks,"204,712","187,367"
Pennsylvania,Butler,"37,508","74,359"
Pennsylvania,Cambria,"21,730","48,085"
Pennsylvania,Cameron,634,"1,771"
Pennsylvania,Carbon,"11,212","21,984"
Pennsylvania,Centre,"40,055","36,372"
Pennsylvania,Chester,"182,372","128,565"
Pennsylvania,Clarion,"4,678","14,578"
Pennsylvania,Clearfield,"9,673","29,203"
Pennsylvania,Clinton,"5,502","11,902"
Pennsylvania,Columbia,"10,532","20,098"
Pennsylvania,Crawford,"12,924","28,559"
Pennsylvania,Cumberland,"62,245","77,212"
Pennsylvania,Dauphin,"78,983","66,408"
Pennsylvania,Delaware,"206,709","118,639"
Pennsylvania,Elk,"4,522","12,140"
Pennsylvania,Erie,"68,286","66,869"
Pennsylvania,Fayette,"20,456","41,243"
Pennsylvania,Forest,728,"1,882"
Pennsylvania,Franklin,"22,422","57,245"
Pennsylvania,Fulton,"1,085","6,824"
Pennsylvania,Greene,"4,911","12,579"
Pennsylvania,Huntingdon,"5,445","17,061"
Pennsylvania,Indiana,"12,634","28,089"
Pennsylvania,Jefferson,"4,527","17,960"
Pennsylvania,Juniata,"2,253","9,649"
Pennsylvania,Lackawanna,"61,991","52,334"
Pennsylvania,Lancaster,"115,847","160,209"
Pennsylvania,Lawrence,"15,978","29,597"
Pennsylvania,Lebanon,"23,932","46,731"
Pennsylvania,Lehigh,"98,498","84,418"
Pennsylvania,Luzerne,"64,873","86,929"
Pennsylvania,Lycoming,"16,971","41,462"
Pennsylvania,McKean,"5,098","14,083"
Pennsylvania,Mercer,"21,067","36,143"
Pennsylvania,Mifflin,"4,603","16,670"
Pennsylvania,Monroe,"44,060","38,728"
Pennsylvania,Montgomery,"319,511","185,460"
Pennsylvania,Montour,"3,771","5,844"
Pennsylvania,Northampton,"85,087","83,854"
Pennsylvania,Northumberland,"12,677","28,952"
Pennsylvania,Perry,"5,950","18,293"
Pennsylvania,Philadelphia,"603,790","132,740"
Pennsylvania,Pike,"13,052","19,241"
Pennsylvania,Potter,"1,726","7,239"
Pennsylvania,Schuylkill,"20,727","48,871"
Pennsylvania,Snyder,"4,910","13,983"
Pennsylvania,Somerset,"8,654","31,466"
Pennsylvania,Sullivan,921,"2,619"
Pennsylvania,Susquehanna,"6,236","15,207"
Pennsylvania,Tioga,"4,955","15,742"
Pennsylvania,Union,"7,475","12,356"
Pennsylvania,Venango,"7,585","18,569"
Pennsylvania,Warren,"6,066","14,237"
Pennsylvania,Washington,"45,088","72,080"
Pennsylvania,Wayne,"9,191","18,637"
Pennsylvania,Westmoreland,"72,192","130,299"
Pennsylvania,Wyoming,"4,704","9,936"
Pennsylvania,York,"88,114","146,733"
Rhode-Island,Barrington,"7,713","2,889"
Rhode-Island,Bristol,"6,813","4,595"
Rhode-Island,Burrillville,"3,434","4,906"
Rhode-Island,Central Falls,"3,073","1,113"
Rhode-Island,Charlestown,"2,909","2,198"
Rhode-Island,Coventry,"9,123","10,461"
Rhode-Island,Cranston,"23,039","17,313"
Rhode-Island,Cumberland,"10,869","8,418"
Rhode-Island,East Greenwich,"5,218","3,227"
Rhode-Island,East Providence,"14,735","7,930"
Rhode-Island,Exeter,"1,974","2,009"
Rhode-Island,Foster,"1,224","1,582"
Rhode-Island,Glocester,"2,638","3,351"
Rhode-Island,Hopkinton,"2,298","2,423"
Rhode-Island,Jamestown,"2,795","1,212"
Rhode-Island,Johnston,"6,838","8,222"
Rhode-Island,Lincoln,"6,633","5,779"
Rhode-Island,Little Compton,"1,524",951
Rhode-Island,Middletown,"5,529","2,885"
Rhode-Island,Narragansett,"5,333","3,551"
Rhode-Island,Newport,"7,866","2,662"
Rhode-Island,New Shoreham,748,195
Rhode-Island,North Kingstown,"10,534","6,633"
Rhode-Island,North Providence,"9,438","7,129"
Rhode-Island,North Smithfield,"3,507","3,550"
Rhode-Island,Pawtucket,"18,053","7,257"
Rhode-Island,Portsmouth,"6,649","3,995"
Rhode-Island,Providence,"45,941","10,186"
Rhode-Island,Richmond,"2,346","2,343"
Rhode-Island,Scituate,"2,735","3,806"
Rhode-Island,Smithfield,"5,566","5,744"
Rhode-Island,South Kingstown,"11,254","5,003"
Rhode-Island,Tiverton,"5,123","4,017"
Rhode-Island,Warren,"3,524","2,261"
Rhode-Island,Warwick,"25,845","19,578"
Rhode-Island,Westerly,"7,153","5,463"
Rhode-Island,West Greenwich,"1,693","2,242"
Rhode-Island,West Warwick,"7,234","6,493"
Rhode-Island,Woonsocket,"7,289","6,265"
South-Carolina,Abbeville,"4,101","8,215"
South-Carolina,Aiken,"32,275","51,589"
South-Carolina,Allendale,"2,718",835
South-Carolina,Anderson,"27,169","67,565"
South-Carolina,Bamberg,"4,010","2,417"
South-Carolina,Barnwell,"4,720","5,492"
